track_name,artist(s)_name,artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,season,num_followers
Out of Time,The Weeknd,1,3711,0,339659802.0,49,88,62.0,0,-1.0,93,-1.0,1,65,82,74,27,0,32,5,Winter,74524232.0
Do It To It,"Cherish, ACRAZE",2,12403,0,674772936.0,183,63,465.0,0,11.0,125,11.0,1,85,64,81,2,5,7,9,Summer,12484102.0
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2785,0,432719968.0,95,89,44.0,0,-1.0,206,-1.0,1,58,83,45,36,0,11,8,Fall,12484102.0
Pepas,Farruko,1,14114,17,1309887447.0,252,109,965.0,20,-1.0,130,7.0,0,76,44,77,1,0,13,3,Summer,15757807.0
How Do I Make You Love Me?,The Weeknd,1,1915,0,119238316.0,7,47,15.0,0,0.0,121,7.0,1,80,62,51,2,0,9,8,Winter,74524232.0
Gasoline,The Weeknd,1,2297,0,116903579.0,11,29,14.0,0,0.0,123,6.0,1,74,35,73,0,0,21,5,Winter,74524232.0
Infinity,Jaymes Young,1,4375,0,888046992.0,24,0,396.0,0,0.0,122,11.0,1,67,50,67,15,0,30,4,Summer,904782.0
Less Than Zero,The Weeknd,1,2800,0,200660871.0,18,77,61.0,0,1.0,143,-1.0,0,53,50,79,0,0,8,3,Winter,74524232.0
Take My Breath,The Weeknd,1,2597,0,130655803.0,17,80,38.0,0,0.0,121,10.0,1,70,35,77,1,0,26,4,Summer,74524232.0
good 4 u,Olivia Rodrigo,1,15563,6,1887039593.0,259,55,461.0,1,-1.0,166,6.0,1,56,68,66,28,0,11,18,Spring,29916000.0
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,1420,0,88103848.0,7,18,7.0,0,0.0,135,1.0,0,41,27,64,36,0,60,3,Winter,12484102.0
Best Friends,The Weeknd,1,1292,0,101114984.0,3,18,14.0,0,0.0,87,4.0,1,49,49,59,44,0,35,21,Winter,74524232.0
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,15867,0,1575467011.0,382,65,497.0,0,12.0,111,8.0,0,77,74,66,30,0,13,3,Spring,12484102.0
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,1178,0,91656026.0,9,10,9.0,0,0.0,110,2.0,0,75,85,84,10,0,31,19,Winter,12484102.0
Need To Know,Doja Cat,1,6672,0,1042568408.0,125,36,150.0,0,-1.0,130,1.0,0,66,19,61,30,0,9,7,Summer,27270163.0
MONTERO (Call Me By Your Name),Lil Nas X,1,12329,0,1735441776.0,275,19,738.0,0,-1.0,179,8.0,1,61,76,51,30,0,38,15,Fall,12484102.0
love nwantiti (ah ah ah),Ckay,1,5669,2,726837877.0,74,0,262.0,14,-1.0,93,5.0,1,74,53,73,61,0,13,4,Summer,1377110.0
Dawn FM,The Weeknd,1,811,0,53933526.0,1,8,6.0,0,0.0,78,9.0,1,27,10,49,62,0,49,5,Winter,74524232.0
Surface Pressure,Jessica Darrow,1,1756,0,267758538.0,38,48,20.0,0,0.0,180,2.0,0,65,37,58,2,0,4,31,Fall,19503.0
Starry Eyes,The Weeknd,1,1014,0,74601456.0,1,17,11.0,0,0.0,86,9.0,1,28,13,41,50,0,19,3,Winter,74524232.0
THATS WHAT I WANT,Lil Nas X,1,7963,0,920797189.0,173,7,298.0,0,4.0,88,1.0,1,74,55,85,1,0,5,22,Fall,12484102.0
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,4771,0,539595276.0,68,18,75.0,0,1.0,97,1.0,0,68,72,78,4,0,7,5,Fall,12484102.0
Beggin,Mï¿½ï¿½ne,1,8559,0,1367810478.0,183,64,964.0,9,75.0,134,11.0,1,71,59,80,13,0,36,5,Winter,12484102.0
Mon Amour - Remix,"Aitana, zzoilo",2,3221,2,578207856.0,67,13,139.0,0,40.0,116,2.0,0,75,36,76,12,0,10,10,Fall,12484102.0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,3423,26,775542072.0,61,65,53.0,6,0.0,170,4.0,1,64,14,70,9,0,9,8,Fall,12484102.0
MONEY,Lisa,1,2566,13,863625566.0,44,109,131.0,0,-1.0,140,1.0,1,83,40,55,16,0,14,23,Fall,3012338.0
The Motto,"Tiï¿½ï¿½sto, Ava",2,9151,6,656013912.0,240,107,268.0,0,5.0,118,7.0,1,75,46,76,3,0,9,4,Fall,12484102.0
Happier Than Ever,Billie Eilish,1,8476,0,1056760045.0,138,133,283.0,0,-1.0,65,-1.0,0,31,31,24,76,0,14,4,Summer,88802485.0
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,7495,17,611994237.0,114,172,284.0,2,-1.0,120,-1.0,1,56,16,67,0,0,11,4,Fall,12484102.0
traitor,"Juan Cruz Toledo, Huilen Toledo",2,5257,6,1230855859.0,85,43,134.0,0,-1.0,176,3.0,0,29,12,33,68,0,12,5,Spring,12484102.0
Toxic,BoyWithUke,1,1795,0,582981380.0,34,23,118.0,0,-1.0,180,8.0,1,59,69,61,84,0,46,36,Fall,3807136.0
drivers license,Olivia Rodrigo,1,12685,3,1858144199.0,185,61,485.0,0,-1.0,144,10.0,0,59,21,43,76,0,10,7,Winter,29916000.0
Malvadï¿½ï¿½,"Xamï¿½ï¿½, Gustah, Neo B",3,648,1,240684449.0,14,3,81.0,0,0.0,133,6.0,1,82,52,61,38,0,14,27,Fall,12484102.0
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,4635,5,583687007.0,50,49,30.0,1,2.0,93,-1.0,0,63,21,52,28,0,9,3,Fall,92699744.0
Donï¿½ï¿½ï¿½t Break My,The Weeknd,1,1184,0,63803529.0,1,5,6.0,0,0.0,122,10.0,0,77,25,62,34,0,23,3,Winter,74524232.0
Oh My God,Adele,1,4431,0,466214729.0,105,7,199.0,0,0.0,88,1.0,0,53,55,73,9,0,3,5,Fall,52556644.0
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,759,3,236940480.0,32,0,12.0,0,0.0,170,5.0,1,70,61,44,40,0,37,4,Winter,12484102.0
A Tale By Quincy,The Weeknd,1,733,0,41924466.0,0,2,2.0,0,0.0,94,5.0,1,46,55,50,71,0,10,11,Winter,74524232.0
I AM WOMAN,Emmy Meli,1,2795,0,225259194.0,45,0,107.0,0,0.0,170,10.0,0,65,46,47,12,0,13,16,Fall,162553.0
Medallo,"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2780,2,393230256.0,54,21,57.0,1,0.0,90,4.0,1,79,79,70,57,0,66,8,Fall,12484102.0
It'll Be Okay,Shawn Mendes,1,1950,0,287201015.0,56,8,104.0,0,10.0,78,7.0,0,40,7,29,62,0,9,3,Winter,42737315.0
Softcore,The Neighbourhood,1,3947,12,599770206.0,33,102,93.0,0,30.0,94,2.0,0,57,36,58,5,0,15,3,Spring,14279405.0
Super Gremlin,Kodak Black,1,2551,0,342779426.0,52,15,35.0,0,1.0,73,2.0,0,83,11,41,0,0,36,14,Fall,9913028.0
Volvï¿½,"Aventura, Bad Bunny",2,5375,10,673801126.0,138,24,133.0,0,1.0,176,1.0,0,73,79,86,42,0,7,18,Summer,12484102.0
Todo De Ti,Rauw Alejandro,1,11975,8,1168642797.0,188,75,268.0,6,16.0,128,3.0,1,81,57,63,40,1,10,4,Fall,19335697.0
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2696,0,540539717.0,42,2,57.0,0,-1.0,120,8.0,0,58,44,60,44,9,5,6,Summer,12484102.0
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,4963,0,383550148.0,63,40,76.0,0,0.0,82,2.0,0,63,85,62,6,0,35,4,Fall,12484102.0
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,6734,0,530511203.0,47,14,90.0,0,1.0,95,2.0,0,77,40,47,2,0,9,3,Spring,12484102.0
Every Angel is Terrifying,The Weeknd,1,715,0,37307967.0,0,1,2.0,0,0.0,118,-1.0,0,44,52,94,11,0,4,29,Winter,74524232.0
Tacones Rojos,Sebastian Yatra,1,3047,9,510876816.0,77,31,85.0,5,28.0,123,11.0,1,75,93,86,8,0,14,3,Fall,22591787.0
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,14140,0,1445941661.0,231,52,612.0,6,-1.0,90,-1.0,0,63,49,68,38,0,42,18,Spring,12484102.0
Dakiti,"Bad Bunny, Jhay Cortez",2,11215,21,1763363713.0,189,166,525.0,9,25.0,110,4.0,1,73,14,57,40,0,11,5,Fall,12484102.0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,1678,12,374191487.0,20,4,15.0,1,3.0,96,1.0,1,66,76,82,47,0,10,32,Winter,12484102.0
Lï¿½ï¿½ï¿½,Stromae,1,2035,0,108809090.0,41,122,394.0,0,2.0,88,2.0,1,56,58,55,35,0,23,11,Winter,3142797.0
Nostï¿½ï¿½l,"Chris Brown, Rvssian, Rauw Alejandro",3,2780,2,436695353.0,86,76,59.0,0,16.0,98,9.0,1,73,60,85,17,0,24,5,Fall,12484102.0
Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,4091,0,421040617.0,105,2,73.0,13,1.0,110,-1.0,1,72,67,68,0,0,14,4,Fall,12484102.0
Life Goes On,Oliver Tree,1,2868,0,501541661.0,43,15,116.0,0,-1.0,80,-1.0,0,70,57,49,19,0,12,8,Summer,2367697.0
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,3643,0,354065229.0,69,3,70.0,0,3.0,110,1.0,1,86,31,53,43,0,11,6,Fall,12484102.0
Butter,BTS,1,4779,6,1143647827.0,180,135,223.0,0,5.0,110,8.0,0,79,70,36,0,0,6,11,Spring,71014264.0
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,3517,0,311395144.0,54,28,43.0,0,0.0,78,1.0,1,77,49,42,1,1,13,19,Winter,1628.0
You Right,"Doja Cat, The Weeknd",2,5073,0,672656250.0,83,9,100.0,0,4.0,129,8.0,0,83,44,62,2,0,8,6,Summer,12484102.0
deja vu,Olivia Rodrigo,1,7545,4,1256880657.0,117,39,141.0,0,46.0,181,9.0,0,44,22,60,61,0,42,9,Spring,29916000.0
Dynamite,BTS,1,8528,5,1692897992.0,239,163,583.0,0,-1.0,114,6.0,1,75,74,77,1,0,9,10,Summer,71014264.0
TO THE MOON,Jnr Choi,1,2979,0,245095641.0,44,0,159.0,0,0.0,144,2.0,0,74,39,65,5,1,11,35,Fall,64367.0
Lost in the Fire,"The Weeknd, Gesaffelstein",2,7731,2,686734357.0,110,145,447.0,0,46.0,101,2.0,0,66,18,68,9,0,12,4,Winter,12484102.0
Salimo de Noche,"Trueno, Tiago pzk",2,1057,0,261414174.0,17,5,21.0,0,0.0,84,2.0,0,67,78,63,29,0,12,5,Fall,12484102.0
Volando - Remix,"Sech, Bad Bunny, Mora",3,3272,19,610045621.0,101,34,70.0,1,2.0,154,6.0,0,66,63,69,21,0,11,7,Summer,12484102.0
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,14417,0,1115880852.0,237,123,569.0,0,10.0,148,5.0,0,59,72,62,18,0,9,3,Spring,12484102.0
Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,5199,0,594482982.0,45,43,45.0,0,3.0,146,5.0,1,85,22,37,13,0,7,30,Fall,12484102.0
Don't Be Shy,"Tiï¿½ï¿½sto, Kar",2,6026,0,566954746.0,171,51,187.0,1,21.0,120,11.0,1,77,51,79,20,0,26,6,Summer,12484102.0
Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,2877,0,,16,0,54.0,0,0.0,110,9.0,0,53,75,69,7,0,17,3,Winter,46128.0
LA FAMA (with The Weeknd),"The Weeknd, ROSALï¿½",2,4640,3,374706940.0,81,93,507.0,6,4.0,136,-1.0,1,77,82,30,95,0,13,5,Fall,12484102.0
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,1150,0,184937148.0,20,38,12.0,0,0.0,141,1.0,0,59,56,63,12,0,6,36,Fall,12484102.0
Phantom Regret by Jim,The Weeknd,1,768,0,31959571.0,1,1,3.0,0,0.0,108,9.0,1,46,23,48,75,30,14,4,Winter,74524232.0
Dos Oruguitas,Sebastian Yatra,1,925,0,167076418.0,24,47,74.0,0,0.0,94,-1.0,0,42,47,36,76,0,9,5,Fall,22591787.0
Freaks,Surf Curse,1,3006,3,824420218.0,23,21,121.0,0,13.0,180,9.0,0,35,41,94,0,63,5,5,Spring,1007347.0
Acapulco,Jason Derulo,1,3098,0,363467642.0,111,5,182.0,1,0.0,122,10.0,0,77,51,79,5,0,16,5,Fall,11966128.0
Daddy Issues,The Neighbourhood,1,9771,4,1127468248.0,42,70,384.0,0,3.0,85,10.0,0,59,33,52,7,15,12,3,Fall,14279405.0
thought i was playing,"21 Savage, Gunna",2,807,0,60680939.0,3,0,5.0,0,0.0,148,1.0,0,68,29,73,0,0,7,7,Winter,12484102.0
ELEVEN,IVE,1,521,1,247737946.0,17,89,11.0,0,0.0,120,9.0,0,83,59,73,6,0,5,11,Winter,3504733.0
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,12854,0,1699402402.0,237,27,636.0,0,-1.0,91,7.0,1,70,76,72,22,0,27,4,Summer,12484102.0
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,802,0,154797871.0,13,27,8.0,0,0.0,120,4.0,0,72,54,71,26,0,10,4,Fall,12484102.0
DANCE CRIP,Trueno,1,731,0,198883004.0,14,14,24.0,0,4.0,106,-1.0,0,86,86,79,11,0,8,9,Fall,5233236.0
Miserable Man,David Kushner,1,788,0,124407432.0,13,0,32.0,1,0.0,110,10.0,0,63,31,35,93,0,29,3,Winter,1548075.0
happier,Olivia Rodrigo,1,3069,4,850608354.0,25,46,105.0,0,45.0,169,6.0,0,39,36,45,81,0,8,13,Spring,29916000.0
Praise God,Kanye West,1,4651,0,376333030.0,24,6,105.0,0,0.0,118,1.0,0,80,21,55,1,0,26,17,Summer,22020425.0
Get Into It (Yuh),Doja Cat,1,4999,0,516784627.0,43,19,73.0,12,0.0,92,8.0,1,91,79,66,32,0,9,16,Summer,27270163.0
Before You Go,Lewis Capaldi,1,8327,24,1608045237.0,205,130,625.0,0,25.0,112,3.0,0,45,19,60,63,0,9,6,Fall,11917402.0
Sky,Playboi Carti,1,3297,3,506778838.0,25,3,52.0,0,1.0,140,2.0,0,79,56,91,26,0,13,21,Winter,9184948.0
Rolling in the Deep,Adele,1,35684,6,1472799873.0,195,125,,2,78.0,105,8.0,0,73,52,76,13,0,5,3,Fall,52556644.0
Sobrio,Maluma,1,3506,10,513643924.0,103,76,100.0,1,1.0,178,5.0,0,76,63,77,14,0,15,22,Summer,34528982.0
Peru,"Ed Sheeran, Fireboy DML",2,2999,0,261286503.0,60,17,154.0,0,22.0,108,7.0,1,96,71,42,57,0,8,9,Winter,12484102.0
favorite crime,Olivia Rodrigo,1,3681,0,783706581.0,20,21,99.0,0,7.0,173,9.0,0,40,19,29,86,0,34,4,Spring,29916000.0
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,4846,10,422691058.0,54,16,259.0,0,13.0,101,1.0,0,67,40,90,3,0,34,6,Spring,12484102.0
The Business,Tiï¿½ï¿½,1,14311,0,1062345656.0,255,32,582.0,0,14.0,120,8.0,1,80,24,62,41,2,11,23,Winter,12484102.0
positions,Ariana Grande,1,8207,0,1252563873.0,175,55,95.0,0,2.0,144,-1.0,0,73,66,80,44,0,9,12,Fall,94886882.0
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,4873,0,851070493.0,65,88,434.0,3,13.0,133,1.0,0,75,96,61,0,0,18,4,Spring,12484102.0
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",2,772,0,263894529.0,7,3,89.0,0,0.0,158,8.0,1,46,62,83,53,0,97,28,Fall,12484102.0
The Feels,TWICE,1,1150,0,345903614.0,20,99,44.0,0,2.0,120,9.0,0,81,92,90,9,0,8,7,Fall,19256823.0
HEARTBREAK ANNIVERSARY,Giveon,1,5398,4,951637566.0,111,127,210.0,0,37.0,129,-1.0,0,61,59,46,56,0,13,5,Winter,3301537.0
No Lie,"Sean Paul, Dua Lipa",2,7370,0,956865266.0,92,127,,0,62.0,102,7.0,0,74,45,89,5,0,26,13,Fall,12484102.0
OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,6890,0,427486004.0,122,11,201.0,0,1.0,124,8.0,1,79,79,84,2,0,5,5,Summer,12484102.0
Pope Is a Rockstar,SALES,1,1966,0,156658366.0,4,2,50.0,0,0.0,90,4.0,1,73,31,45,85,24,11,3,Spring,550667.0
2055,Sleepy hallow,1,2226,0,624515457.0,29,0,44.0,0,0.0,161,6.0,1,78,65,52,46,0,12,31,Spring,1630993.0
Bored,Billie Eilish,1,4204,0,777765388.0,39,45,250.0,0,0.0,120,7.0,0,60,11,33,90,0,8,5,Spring,88802485.0
Happier Than Ever - Edit,Billie Eilish,1,1959,0,412795151.0,19,0,38.0,0,0.0,81,-1.0,0,45,12,57,7,0,23,3,Summer,88802485.0
Astronaut In The Ocean,Masked Wolf,1,7191,0,1138474110.0,146,18,478.0,0,7.0,150,4.0,1,78,47,70,18,0,15,9,Winter,694809.0
Ley Seca,"Anuel Aa, Jhay Cortez",2,2012,0,355219175.0,101,12,38.0,0,0.0,105,8.0,0,76,58,84,10,0,13,10,Fall,12484102.0
Every Summertime,NIKI,1,1211,2,290228626.0,30,2,5.0,0,6.0,79,6.0,0,63,76,67,38,0,6,4,Summer,3066068.0
Talking To The Moon,Bruno Mars,1,7109,2,1062956628.0,5,0,862.0,0,0.0,146,1.0,1,52,7,61,51,0,11,3,Fall,52200881.0
you broke me first,Tate McRae,1,6638,0,1180094974.0,167,19,318.0,0,1.0,124,4.0,0,64,8,37,79,0,9,5,Spring,4035832.0
The Nights,Avicii,1,17354,8,1456081449.0,92,122,,0,55.0,126,6.0,0,53,66,85,2,0,24,4,Winter,23195431.0
Take My Breath,The Weeknd,1,6392,0,432702334.0,174,73,344.0,0,0.0,121,8.0,0,75,53,74,2,0,11,5,Summer,74524232.0
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,5481,0,489945871.0,144,30,86.0,0,0.0,136,11.0,1,80,33,60,0,0,32,14,Fall,12484102.0
Cï¿½ï¿½,Rauw Alejandro,1,2636,3,465959382.0,36,82,39.0,0,5.0,102,9.0,1,77,26,63,58,0,11,5,Summer,19335697.0
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,824,0,1223481149.0,8,8,8.0,2,0.0,77,7.0,0,73,54,74,23,0,41,23,Fall,12484102.0
Dance Monkey,Tones and I,1,24529,0,2864791672.0,533,167,,6,-1.0,98,6.0,1,82,54,59,69,0,18,10,Spring,3015531.0
Lucid Dreams,Juice WRLD,1,14749,0,2288695111.0,188,34,710.0,0,5.0,84,11.0,1,44,22,48,38,0,33,24,Summer,31368877.0
Quï¿½ï¿½ Mï¿½ï¿½,"J Balvin, Maria Becerra",2,8087,0,720825549.0,92,34,131.0,0,0.0,102,8.0,0,89,77,82,3,0,17,11,Winter,12484102.0
All of Me,John Legend,1,27221,0,2086124197.0,308,118,,2,77.0,120,8.0,0,42,33,26,92,0,13,3,Summer,6618144.0
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,49991,9,1690192927.0,265,121,,4,160.0,117,1.0,0,52,73,91,0,0,11,7,Fall,18503720.0
Arcade,Duncan Laurence,1,6646,0,991336132.0,107,47,584.0,1,-1.0,72,9.0,1,45,27,33,82,0,14,4,Spring,512244.0
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,5403,6,593917618.0,118,116,96.0,0,3.0,168,1.0,0,67,29,47,5,0,22,26,Fall,12484102.0
Bar,"Tini, L-Gante",2,755,4,200972675.0,22,3,0.0,0,0.0,94,1.0,0,52,68,69,13,0,33,8,Fall,12484102.0
The Rumbling (TV Size),SiM,1,254,0,71014967.0,0,4,23.0,0,0.0,145,8.0,0,41,65,88,0,0,26,5,Winter,382696.0
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,6308,5,560222750.0,114,15,63.0,0,2.0,134,1.0,0,71,14,61,1,0,23,33,Summer,12484102.0
Mr. Brightside,The Killers,1,51979,15,1806617704.0,306,99,,2,120.0,148,1.0,0,35,24,93,0,0,10,8,Fall,7156357.0
Blessed-Cursed,ENHYPEN,1,246,0,77337771.0,2,12,10.0,0,0.0,127,4.0,1,60,40,89,9,0,60,6,Winter,6979528.0
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,6556,0,528544703.0,93,5,67.0,1,0.0,172,6.0,1,74,79,66,11,0,8,16,Summer,12484102.0
Streets,Doja Cat,1,5728,0,865640097.0,85,87,179.0,0,12.0,90,11.0,0,75,19,46,21,4,34,8,Fall,27270163.0
Shallow,"Lady Gaga, Bradley Cooper",2,16636,12,2159346687.0,368,155,,6,121.0,96,7.0,0,57,30,40,38,0,26,3,Fall,12484102.0
Polaroid Love,ENHYPEN,1,461,0,211372494.0,10,56,17.0,0,0.0,138,7.0,1,74,65,67,46,0,36,4,Winter,6979528.0
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,4893,4,651732901.0,143,24,110.0,0,70.0,120,7.0,0,72,67,72,0,0,13,4,Spring,12484102.0
Permission to Dance,BTS,1,1801,2,608334048.0,77,134,74.0,0,2.0,125,9.0,0,70,65,74,1,0,34,4,Summer,71014264.0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,12043,0,863756573.0,209,54,710.0,0,18.0,123,2.0,0,82,80,86,1,0,30,13,Winter,12484102.0
RAPSTAR,Polo G,1,4731,0,797402345.0,141,12,78.0,0,0.0,81,6.0,0,79,44,54,41,0,13,24,Spring,10369957.0
'Till I Collapse,"Eminem, Nate Dogg",2,22923,0,1695712020.0,78,46,,1,0.0,171,1.0,0,55,10,85,7,0,8,20,Spring,12484102.0
Memories,Maroon 5,1,9974,2,1759567999.0,272,67,,1,19.0,91,11.0,0,77,60,32,84,0,8,5,Fall,41685070.0
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,1560,0,223319934.0,72,0,0.0,0,0.0,84,7.0,1,56,61,76,10,0,14,11,Summer,12484102.0
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,620,0,54937991.0,17,3,3.0,0,0.0,115,5.0,1,90,74,54,16,0,13,28,Winter,12484102.0
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,3270,0,226897599.0,89,21,65.0,0,0.0,125,-1.0,0,69,70,89,4,0,49,3,Winter,12484102.0
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,580,0,258316038.0,24,92,93.0,0,0.0,122,6.0,1,80,62,69,28,0,13,7,Fall,12484102.0
Miï¿½ï¿½n,"Tini, Maria Becerra",2,3406,16,596152090.0,61,23,70.0,1,0.0,92,2.0,0,85,92,54,16,0,29,7,Spring,12484102.0
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,903,0,177129919.0,30,26,15.0,0,0.0,90,6.0,1,63,75,75,17,0,11,8,Fall,12484102.0
MAMIII,"Karol G, Becky G",2,6809,28,716591492.0,151,102,175.0,5,29.0,94,4.0,1,84,90,70,9,0,14,8,Winter,12484102.0
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,33966,0,1210599487.0,141,78,,1,0.0,93,11.0,0,81,53,78,18,0,6,24,Winter,12484102.0
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,590,5,246376690.0,4,113,20.0,0,1.0,130,2.0,1,51,50,76,30,0,10,7,Winter,11196055.0
Boyfriend,Dove Cameron,1,3766,0,496311364.0,76,0,102.0,0,2.0,180,7.0,1,35,23,61,23,0,19,6,Winter,4512396.0
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,1430,0,146789379.0,46,1,34.0,0,0.0,134,-1.0,0,53,31,31,92,0,28,3,Winter,94.0
The Next Episode,"Dr. Dre, Snoop Dogg",2,31762,0,843309044.0,142,40,,1,953.0,95,3.0,1,92,31,89,3,0,8,25,Winter,12484102.0
Light Switch,Charlie Puth,1,4049,0,500340342.0,119,6,85.0,1,1.0,184,6.0,0,69,91,63,11,0,9,31,Winter,21754649.0
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2096,0,107255472.0,34,3,30.0,0,0.0,147,8.0,1,47,50,80,10,0,32,38,Winter,12484102.0
Brividi,"Mahmood, Blanco",2,1175,0,135079152.0,34,1,31.0,0,0.0,123,7.0,0,52,44,60,40,0,26,3,Winter,12484102.0
Lost,Frank Ocean,1,29499,11,822239726.0,124,27,587.0,0,4.0,123,10.0,1,91,49,61,3,0,17,22,Winter,12183600.0
In Da Club,50 Cent,1,30427,7,1202722675.0,235,106,,1,35.0,90,6.0,1,90,79,71,26,0,7,37,Winter,12908692.0
she's all i wanna be,Tate McRae,1,2711,0,343197054.0,105,12,51.0,0,12.0,160,2.0,1,61,65,64,1,0,12,4,Winter,4035832.0
Ginseng Strip 2002,Yung Lean,1,4310,0,240769997.0,13,0,113.0,1,3.0,115,1.0,0,60,37,71,8,0,48,4,Summer,859420.0
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,5342,0,426204830.0,33,123,7.0,0,4.0,141,3.0,0,37,17,67,2,0,34,9,Summer,12484102.0
Notion,The Rare Occasions,1,2393,0,421135627.0,22,13,65.0,0,6.0,160,9.0,0,31,30,88,7,0,8,8,Summer,287102.0
Formula,Labrinth,1,3444,7,554875730.0,24,85,102.0,0,1.0,145,11.0,0,57,23,66,4,6,15,4,Fall,3092351.0
Mount Everest,Labrinth,1,5443,0,467727006.0,45,1,80.0,0,12.0,89,-1.0,1,46,43,43,23,8,8,22,Summer,3092351.0
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,272,4,327498031.0,7,21,2.0,0,0.0,95,5.0,1,84,49,72,8,0,15,8,Summer,12484102.0
Cigarettes,Juice WRLD,1,975,0,185408548.0,11,0,10.0,0,0.0,160,2.0,0,60,47,62,3,0,38,4,Winter,31368877.0
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,1034,1,245400167.0,19,5,12.0,0,0.0,174,5.0,1,67,74,75,44,0,7,30,Winter,12484102.0
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,18773,0,579395142.0,128,17,,0,0.0,92,7.0,0,77,76,84,3,0,38,4,Winter,12484102.0
Forgot About Dre,"Eminem, Dr. Dre",2,19067,0,675039469.0,78,15,,0,3.0,134,8.0,0,93,61,74,9,0,17,8,Winter,2363.0
